manufacturer,Flight_Date,arr_delay,carrier,tailnum,origin
AIRBUS,1/19/2013,-22,B6,N625JB,JFK
BOEING,1/19/2013,-4,DL,N723TW,JFK
"BOMBARDIER INC",1/19/2013,-19,9E,N8683B,JFK
AIRBUS,1/19/2013,-25,B6,N794JB,JFK
AIRBUS,1/19/2013,-15,B6,N804JB,JFK
"MCDONNELL DOUGLAS CORPORATION",1/19/2013,-13,DL,N900DE,JFK
"BOMBARDIER INC",1/19/2013,-16,9E,N936XJ,JFK
"BOMBARDIER INC",1/19/2013,-7,9E,N915XJ,JFK
"BOMBARDIER INC",1/19/2013,-15,9E,N8659B,JFK
BOEING,1/19/2013,-22,DL,N637DL,JFK
"BOMBARDIER INC",1/19/2013,-18,9E,N902XJ,JFK
"BOMBARDIER INC",1/19/2013,-28,9E,N929XJ,JFK
"AIRBUS INDUSTRIE",1/19/2013,2,US,N658AW,JFK
"BOMBARDIER INC",1/19/2013,13,9E,N823AY,JFK
"BOMBARDIER INC",1/19/2013,-7,9E,N922XJ,JFK
AIRBUS,1/19/2013,-28,VX,N630VA,JFK
BOEING,1/19/2013,-11,DL,N706TW,JFK
BOEING,1/19/2013,-33,DL,N707TW,JFK
AIRBUS,1/19/2013,5,B6,N652JB,JFK
"BOMBARDIER INC",1/19/2013,-8,9E,N8894A,JFK
AIRBUS,1/19/2013,-14,VX,N838VA,JFK
"BOMBARDIER INC",1/19/2013,-20,9E,N8918B,JFK
"BOMBARDIER INC",1/19/2013,-15,EV,N909EV,JFK
AIRBUS,1/19/2013,-18,US,N668AW,JFK
AIRBUS,1/19/2013,-28,VX,N844VA,JFK
"MCDONNELL DOUGLAS CORPORATION",1/19/2013,-7,DL,N908DE,JFK
AIRBUS,1/19/2013,-23,B6,N806JB,JFK
"BOMBARDIER INC",1/19/2013,-5,9E,N920XJ,JFK
"AIRBUS INDUSTRIE",1/19/2013,-27,US,N749US,JFK
BOEING,1/19/2013,-18,DL,N704X,JFK
AIRBUS,1/19/2013,26,B6,N657JB,JFK
BOEING,1/19/2013,-20,DL,N721TW,JFK
AIRBUS,1/19/2013,60,B6,N789JB,JFK
"BOMBARDIER INC",1/19/2013,5,EV,N836AS,JFK
"BOMBARDIER INC",1/19/2013,-1,9E,N905XJ,JFK
"BOMBARDIER INC",1/19/2013,-14,9E,N908XJ,JFK
AIRBUS,1/19/2013,-13,B6,N779JB,JFK
"BOMBARDIER INC",1/19/2013,0,9E,N836AY,JFK
AIRBUS,1/19/2013,-24,B6,N633JB,JFK
AIRBUS,1/19/2013,-15,B6,N625JB,JFK
BOEING,1/19/2013,-24,DL,N718TW,JFK
"BOMBARDIER INC",1/19/2013,-15,9E,N919XJ,JFK
"BOMBARDIER INC",1/19/2013,-19,9E,N8918B,JFK
"BOMBARDIER INC",1/19/2013,-8,9E,N915XJ,JFK
"BOMBARDIER INC",1/19/2013,-19,9E,N920XJ,JFK
"BOMBARDIER INC",1/19/2013,-12,9E,N8877A,JFK
AIRBUS,1/19/2013,-14,B6,N636JB,JFK
BOEING,1/19/2013,-7,DL,N712TW,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/19/2013,-31,DL,N957DL,JFK
"BOMBARDIER INC",1/19/2013,-11,9E,N902XJ,JFK
"BOMBARDIER INC",1/19/2013,-27,9E,N8894A,JFK
"BOMBARDIER INC",1/19/2013,-17,9E,N906XJ,JFK
"BOMBARDIER INC",1/19/2013,1,9E,N925XJ,JFK
"BOMBARDIER INC",1/19/2013,17,9E,N934XJ,JFK
"BOMBARDIER INC",1/19/2013,-7,9E,N8914A,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/19/2013,4,DL,N931DL,JFK
AIRBUS,1/19/2013,-36,B6,N630JB,JFK
AIRBUS,1/19/2013,-18,VX,N855VA,JFK
"BOMBARDIER INC",1/19/2013,16,9E,N8930E,JFK
"BOMBARDIER INC",1/19/2013,65,9E,N8659B,JFK
AIRBUS,1/19/2013,-29,B6,N715JB,JFK
"BOMBARDIER INC",1/19/2013,-44,9E,N914XJ,JFK
BOEING,1/19/2013,-42,DL,N705TW,JFK
AIRBUS,1/19/2013,-15,VX,N631VA,JFK
AIRBUS,1/19/2013,-10,B6,N640JB,JFK
AIRBUS,1/19/2013,3,B6,N656JB,JFK
"BOMBARDIER INC",1/19/2013,0,9E,N935XJ,JFK
"BOMBARDIER INC",1/19/2013,-9,9E,N823AY,JFK
BOEING,1/19/2013,54,DL,N722TW,JFK
"BOMBARDIER INC",1/19/2013,-45,9E,N912XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/19/2013,-18,DL,N930DL,JFK
BOEING,1/19/2013,-37,DL,N717TW,JFK
BOEING,1/19/2013,-17,DL,N706TW,JFK
"BOMBARDIER INC",1/19/2013,-26,9E,N904XJ,JFK
"BOMBARDIER INC",1/19/2013,-6,9E,N923XJ,JFK
BOEING,1/19/2013,28,AA,N622AA,JFK
"BOMBARDIER INC",1/19/2013,13,9E,N832AY,JFK
"BOMBARDIER INC",1/19/2013,-19,9E,N918XJ,JFK
AIRBUS,1/19/2013,-25,B6,N637JB,JFK
BOEING,1/19/2013,2,DL,N680DA,JFK
"BOMBARDIER INC",1/19/2013,-4,9E,N901XJ,JFK
AIRBUS,1/19/2013,-22,B6,N763JB,JFK
"BOMBARDIER INC",1/19/2013,-20,9E,N908XJ,JFK
"BOMBARDIER INC",1/19/2013,40,9E,N922XJ,JFK
"BOMBARDIER INC",1/19/2013,18,9E,N8877A,JFK
"BOMBARDIER INC",1/19/2013,24,9E,N836AY,JFK
"BOMBARDIER INC",1/19/2013,-14,9E,N8894A,JFK
AIRBUS,1/19/2013,-33,B6,N807JB,JFK
"BOMBARDIER INC",1/19/2013,-29,9E,N925XJ,JFK
AIRBUS,1/19/2013,-8,B6,N649JB,JFK
"BOMBARDIER INC",1/19/2013,156,9E,N8659B,JFK
AIRBUS,1/19/2013,-7,B6,N658JB,JFK
AIRBUS,1/20/2013,11,B6,N651JB,JFK
AIRBUS,1/20/2013,-5,B6,N705JB,JFK
"AIRBUS INDUSTRIE",1/20/2013,1,US,N708UW,JFK
AIRBUS,1/20/2013,1,B6,N633JB,JFK
AIRBUS,1/20/2013,-13,B6,N630JB,JFK
BOEING,1/20/2013,-24,DL,N718TW,JFK
AIRBUS,1/20/2013,-28,B6,N715JB,JFK
AIRBUS,1/20/2013,-8,B6,N809JB,JFK
AIRBUS,1/20/2013,-16,VX,N842VA,JFK
AIRBUS,1/20/2013,0,B6,N656JB,JFK
BOEING,1/20/2013,-32,DL,N710TW,JFK
AIRBUS,1/20/2013,-15,B6,N625JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/20/2013,-15,DL,N947DL,JFK
"MCDONNELL DOUGLAS CORPORATION",1/20/2013,-13,DL,N908DE,JFK
"BOMBARDIER INC",1/20/2013,-4,9E,N915XJ,JFK
"BOMBARDIER INC",1/20/2013,-6,9E,N932XJ,JFK
"BOMBARDIER INC",1/20/2013,6,9E,N8855A,JFK
AIRBUS,1/20/2013,-14,US,N676AW,JFK
BOEING,1/20/2013,-6,DL,N636DL,JFK
"BOMBARDIER INC",1/20/2013,-19,9E,N901XJ,JFK
"BOMBARDIER INC",1/20/2013,9,9E,N919XJ,JFK
AIRBUS,1/20/2013,-5,VX,N636VA,JFK
AIRBUS,1/20/2013,-11,B6,N644JB,JFK
AIRBUS,1/20/2013,-21,VX,N853VA,JFK
AIRBUS,1/20/2013,-13,B6,N712JB,JFK
"BOMBARDIER INC",1/20/2013,-7,9E,N8659B,JFK
BOEING,1/20/2013,-15,DL,N624AG,JFK
"BOMBARDIER INC",1/20/2013,-21,EV,N833AS,JFK
"AIRBUS INDUSTRIE",1/20/2013,-1,US,N665AW,JFK
AIRBUS,1/20/2013,11,B6,N821JB,JFK
AIRBUS,1/20/2013,-17,VX,N844VA,JFK
AIRBUS,1/20/2013,11,B6,N623JB,JFK
BOEING,1/20/2013,89,DL,N704X,JFK
AIRBUS,1/20/2013,5,B6,N806JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/20/2013,-15,DL,N955DL,JFK
"BOMBARDIER INC",1/20/2013,3,9E,N905XJ,JFK
BOEING,1/20/2013,31,DL,N711ZX,JFK
"AIRBUS INDUSTRIE",1/20/2013,-6,US,N768US,JFK
AIRBUS,1/20/2013,1,B6,N640JB,JFK
BOEING,1/20/2013,-14,AA,N622AA,JFK
AIRBUS,1/20/2013,-5,B6,N705JB,JFK
AIRBUS,1/20/2013,-14,VX,N851VA,JFK
AIRBUS,1/20/2013,-1,B6,N651JB,JFK
AIRBUS,1/20/2013,9,B6,N663JB,JFK
"BOMBARDIER INC",1/20/2013,5,EV,N836AS,JFK
BOEING,1/20/2013,1,DL,N713TW,JFK
"BOMBARDIER INC",1/20/2013,18,9E,N8588D,JFK
"BOMBARDIER INC",1/20/2013,1,9E,N916XJ,JFK
"BOMBARDIER INC",1/20/2013,8,9E,N925XJ,JFK
AIRBUS,1/20/2013,14,B6,N630JB,JFK
AIRBUS,1/20/2013,9,B6,N656JB,JFK
BOEING,1/20/2013,30,DL,N723TW,JFK
"BOMBARDIER INC",1/20/2013,2,9E,N914XJ,JFK
"BOMBARDIER INC",1/20/2013,1,9E,N8855A,JFK
"BOMBARDIER INC",1/20/2013,-9,9E,N8409N,JFK
"BOMBARDIER INC",1/20/2013,-22,9E,N904XJ,JFK
"BOMBARDIER INC",1/20/2013,-21,9E,N8659B,JFK
"BOMBARDIER INC",1/20/2013,7,9E,N8423C,JFK
BOEING,1/20/2013,-4,DL,N689DL,JFK
"BOMBARDIER INC",1/20/2013,-16,9E,N921XJ,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/20/2013,-23,DL,N947DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/20/2013,-17,DL,N905DL,JFK
"BOMBARDIER INC",1/20/2013,-25,9E,N905XJ,JFK
"BOMBARDIER INC",1/20/2013,6,9E,N8877A,JFK
"BOMBARDIER INC",1/20/2013,-12,9E,N908XJ,JFK
AIRBUS,1/20/2013,-15,VX,N852VA,JFK
"BOMBARDIER INC",1/20/2013,-11,9E,N915XJ,JFK
AIRBUS,1/20/2013,-16,VX,N631VA,JFK
BOEING,1/20/2013,-15,DL,N717TW,JFK
"BOMBARDIER INC",1/20/2013,-24,9E,N920XJ,JFK
BOEING,1/20/2013,-27,DL,N705TW,JFK
AIRBUS,1/20/2013,-2,B6,N636JB,JFK
AIRBUS,1/20/2013,8,B6,N793JB,JFK
AIRBUS,1/20/2013,-1,B6,N706JB,JFK
"BOMBARDIER INC",1/20/2013,-22,9E,N901XJ,JFK
"BOMBARDIER INC",1/20/2013,-8,9E,N912XJ,JFK
"BOMBARDIER INC",1/20/2013,-12,9E,N8475B,JFK
AIRBUS,1/20/2013,14,B6,N703JB,JFK
"BOMBARDIER INC",1/20/2013,-31,9E,N919XJ,JFK
BOEING,1/20/2013,4,DL,N704X,JFK
BOEING,1/20/2013,-14,DL,N722TW,JFK
CANADAIR,1/20/2013,6,EV,N829AS,JFK
AIRBUS,1/20/2013,37,B6,N659JB,JFK
"BOMBARDIER INC",1/20/2013,45,9E,N923XJ,JFK
"BOMBARDIER INC",1/20/2013,6,9E,N916XJ,JFK
"BOMBARDIER INC",1/20/2013,0,9E,N922XJ,JFK
"BOMBARDIER INC",1/20/2013,-2,9E,N910XJ,JFK
"BOMBARDIER INC",1/20/2013,33,9E,N8965E,JFK
"BOMBARDIER INC",1/20/2013,5,9E,N840AY,JFK
"BOMBARDIER INC",1/20/2013,-9,9E,N8588D,JFK
"BOMBARDIER INC",1/20/2013,11,9E,N8855A,JFK
"BOMBARDIER INC",1/20/2013,-16,9E,N924XJ,JFK
AIRBUS,1/20/2013,2,B6,N809JB,JFK
AIRBUS,1/20/2013,12,VX,N629VA,JFK
"BOMBARDIER INC",1/20/2013,5,9E,N925XJ,JFK
"BOMBARDIER INC",1/20/2013,-15,9E,N8930E,JFK
AIRBUS,1/20/2013,-10,B6,N796JB,JFK
"BOMBARDIER INC",1/20/2013,2,9E,N933XJ,JFK
AIRBUS,1/20/2013,8,B6,N715JB,JFK
BOEING,1/20/2013,-17,DL,N718TW,JFK
AIRBUS,1/20/2013,-20,B6,N632JB,JFK
AIRBUS,1/20/2013,7,B6,N663JB,JFK
AIRBUS,1/20/2013,-11,B6,N658JB,JFK
AIRBUS,1/20/2013,-3,B6,N630JB,JFK
AIRBUS,1/21/2013,3,B6,N729JB,JFK
EMBRAER,1/21/2013,-17,US,N954UW,JFK
CANADAIR,1/21/2013,3,EV,N829AS,JFK
"AIRBUS INDUSTRIE",1/21/2013,-12,US,N722US,JFK
AIRBUS,1/21/2013,-11,B6,N656JB,JFK
AIRBUS,1/21/2013,16,B6,N639JB,JFK
AIRBUS,1/21/2013,6,B6,N661JB,JFK
AIRBUS,1/21/2013,-11,B6,N636JB,JFK
BOEING,1/21/2013,-20,DL,N711ZX,JFK
AIRBUS,1/21/2013,-15,B6,N643JB,JFK
BOEING,1/21/2013,-10,DL,N706TW,JFK
AIRBUS,1/21/2013,-19,B6,N703JB,JFK
AIRBUS,1/21/2013,-12,VX,N630VA,JFK
AIRBUS,1/21/2013,-7,VX,N835VA,JFK
BOEING,1/21/2013,-29,DL,N624AG,JFK
AIRBUS,1/21/2013,-26,B6,N775JB,JFK
"BOMBARDIER INC",1/21/2013,-2,9E,N8894A,JFK
AIRBUS,1/21/2013,-13,B6,N663JB,JFK
BOEING,1/21/2013,-31,DL,N687DL,JFK
AIRBUS,1/21/2013,-18,B6,N632JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/21/2013,-14,DL,N955DL,JFK
"BOMBARDIER INC",1/21/2013,-14,9E,N914XJ,JFK
"BOMBARDIER INC",1/21/2013,-5,9E,N912XJ,JFK
"BOMBARDIER INC",1/21/2013,12,9E,N908XJ,JFK
"AIRBUS INDUSTRIE",1/21/2013,-10,US,N663AW,JFK
"BOMBARDIER INC",1/21/2013,-6,9E,N819AY,JFK
BOEING,1/21/2013,-25,DL,N674DL,JFK
AIRBUS,1/21/2013,-3,B6,N760JB,JFK
"BOMBARDIER INC",1/21/2013,-31,9E,N933XJ,JFK
"BOMBARDIER INC",1/21/2013,-21,9E,N916XJ,JFK
"BOMBARDIER INC",1/21/2013,-3,9E,N904XJ,JFK
BOEING,1/21/2013,18,DL,N717TW,JFK
AIRBUS,1/21/2013,-27,VX,N623VA,JFK
AIRBUS,1/21/2013,-21,B6,N634JB,JFK
"BOMBARDIER INC",1/21/2013,-15,9E,N8839E,JFK
AIRBUS,1/21/2013,-17,B6,N652JB,JFK
AIRBUS,1/21/2013,-25,VX,N840VA,JFK
BOEING,1/21/2013,-31,DL,N723TW,JFK
AIRBUS,1/21/2013,-12,US,N679AW,JFK
"BOMBARDIER INC",1/21/2013,-14,EV,N833AS,JFK
"BOMBARDIER INC",1/21/2013,34,9E,N8598B,JFK
AIRBUS,1/21/2013,-24,B6,N793JB,JFK
AIRBUS,1/21/2013,-43,VX,N844VA,JFK
AIRBUS,1/21/2013,-12,B6,N805JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/21/2013,-5,DL,N947DL,JFK
"BOMBARDIER INC",1/21/2013,-16,9E,N934XJ,JFK
BOEING,1/21/2013,-12,DL,N707TW,JFK
"AIRBUS INDUSTRIE",1/21/2013,-10,US,N768US,JFK
"BOMBARDIER INC",1/21/2013,-5,9E,N8877A,JFK
AIRBUS,1/21/2013,-20,VX,N637VA,JFK
AIRBUS,1/21/2013,18,B6,N639JB,JFK
AIRBUS,1/21/2013,10,B6,N656JB,JFK
AIRBUS,1/21/2013,20,B6,N652JB,JFK
"BOMBARDIER INC",1/21/2013,29,EV,N909EV,JFK
"BOMBARDIER INC",1/21/2013,-30,9E,N920XJ,JFK
"BOMBARDIER INC",1/21/2013,-15,9E,N933XJ,JFK
AIRBUS,1/21/2013,14,B6,N729JB,JFK
"BOMBARDIER INC",1/21/2013,8,9E,N916XJ,JFK
BOEING,1/21/2013,-39,DL,N721TW,JFK
BOEING,1/21/2013,28,DL,N710TW,JFK
"BOMBARDIER INC",1/21/2013,-17,9E,N901XJ,JFK
"BOMBARDIER INC",1/21/2013,-11,9E,N908XJ,JFK
BOEING,1/21/2013,-5,DL,N639DL,JFK
"BOMBARDIER INC",1/21/2013,27,9E,N819AY,JFK
AIRBUS,1/21/2013,-8,B6,N661JB,JFK
"BOMBARDIER INC",1/21/2013,60,9E,N8475B,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/21/2013,6,DL,N913DL,JFK
"MCDONNELL DOUGLAS CORPORATION",1/21/2013,-27,DL,N902DE,JFK
"BOMBARDIER INC",1/21/2013,-9,9E,N932XJ,JFK
"BOMBARDIER INC",1/21/2013,-7,9E,N913XJ,JFK
AIRBUS,1/21/2013,-36,VX,N849VA,JFK
"BOMBARDIER INC",1/21/2013,83,9E,N8797A,JFK
"BOMBARDIER INC",1/21/2013,8,9E,N934XJ,JFK
AIRBUS,1/21/2013,-25,B6,N703JB,JFK
BOEING,1/21/2013,-21,DL,N722TW,JFK
"BOMBARDIER INC",1/21/2013,NULL,9E,N937XJ,JFK
BOEING,1/21/2013,-11,DL,N718TW,JFK
AIRBUS,1/21/2013,-14,B6,N706JB,JFK
AIRBUS,1/21/2013,13,VX,N636VA,JFK
"BOMBARDIER INC",1/21/2013,93,9E,N917XJ,JFK
"BOMBARDIER INC",1/21/2013,80,9E,N8932C,JFK
"BOMBARDIER INC",1/21/2013,104,9E,N829AY,JFK
AIRBUS,1/21/2013,-16,B6,N653JB,JFK
"AIRBUS INDUSTRIE",1/21/2013,9,US,N657AW,JFK
AIRBUS,1/21/2013,10,B6,N768JB,JFK
AIRBUS,1/21/2013,-30,B6,N712JB,JFK
"BOMBARDIER INC",1/21/2013,-19,9E,N922XJ,JFK
"BOMBARDIER INC",1/21/2013,-3,9E,N8965E,JFK
AIRBUS,1/21/2013,-20,B6,N806JB,JFK
"BOMBARDIER INC",1/21/2013,-26,9E,N8877A,JFK
CANADAIR,1/21/2013,-20,EV,N827AS,JFK
"BOMBARDIER INC",1/21/2013,-31,9E,N929XJ,JFK
AIRBUS,1/21/2013,-7,B6,N789JB,JFK
BOEING,1/21/2013,-26,DL,N717TW,JFK
BOEING,1/21/2013,-40,DL,N705TW,JFK
AIRBUS,1/21/2013,-3,B6,N659JB,JFK
"BOMBARDIER INC",1/21/2013,-21,9E,N925XJ,JFK
AIRBUS,1/21/2013,45,VX,N627VA,JFK
"BOMBARDIER INC",1/21/2013,-16,9E,N916XJ,JFK
AIRBUS,1/21/2013,20,B6,N658JB,JFK
AIRBUS,1/21/2013,-12,B6,N636JB,JFK
"BOMBARDIER INC",1/21/2013,120,9E,N915XJ,JFK
AIRBUS,1/21/2013,40,B6,N637JB,JFK
"BOMBARDIER INC",1/21/2013,47,9E,N905XJ,JFK
"BOMBARDIER INC",1/21/2013,47,9E,N903XJ,JFK
AIRBUS,1/21/2013,39,VX,N640VA,JFK
AIRBUS,1/21/2013,22,B6,N643JB,JFK
BOEING,1/21/2013,9,DL,N711ZX,JFK
"BOMBARDIER INC",1/21/2013,83,9E,N923XJ,JFK
"BOMBARDIER INC",1/21/2013,41,9E,N932XJ,JFK
AIRBUS,1/21/2013,31,B6,N706JB,JFK
"BOMBARDIER INC",1/21/2013,118,9E,N8932C,JFK
AIRBUS,1/21/2013,-9,B6,N653JB,JFK
AIRBUS,1/21/2013,-14,B6,N760JB,JFK
AIRBUS,1/22/2013,8,B6,N659JB,JFK
AIRBUS,1/22/2013,11,B6,N638JB,JFK
CANADAIR,1/22/2013,1,EV,N828AS,JFK
EMBRAER,1/22/2013,-12,US,N953UW,JFK
"AIRBUS INDUSTRIE",1/22/2013,11,US,N708UW,JFK
AIRBUS,1/22/2013,-8,B6,N796JB,JFK
AIRBUS,1/22/2013,44,B6,N703JB,JFK
AIRBUS,1/22/2013,-34,VX,N628VA,JFK
AIRBUS,1/22/2013,-24,B6,N794JB,JFK
BOEING,1/22/2013,-3,DL,N713TW,JFK
BOEING,1/22/2013,-17,DL,N718TW,JFK
AIRBUS,1/22/2013,12,B6,N805JB,JFK
AIRBUS,1/22/2013,-35,VX,N835VA,JFK
BOEING,1/22/2013,-11,DL,N687DL,JFK
"BOMBARDIER INC",1/22/2013,-22,9E,N920XJ,JFK
"BOMBARDIER INC",1/22/2013,24,9E,N8932C,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/22/2013,25,DL,N947DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/22/2013,3,DL,N937DL,JFK
"BOMBARDIER INC",1/22/2013,2,9E,N8525B,JFK
"BOMBARDIER INC",1/22/2013,5,9E,N901XJ,JFK
BOEING,1/22/2013,0,DL,N635DL,JFK
"AIRBUS INDUSTRIE",1/22/2013,10,US,N657AW,JFK
"BOMBARDIER INC",1/22/2013,23,9E,N8736A,JFK
AIRBUS,1/22/2013,75,B6,N623JB,JFK
"BOMBARDIER INC",1/22/2013,24,9E,N910XJ,JFK
"BOMBARDIER INC",1/22/2013,2,9E,N905XJ,JFK
AIRBUS,1/22/2013,26,B6,N789JB,JFK
BOEING,1/22/2013,-20,DL,N721TW,JFK
AIRBUS,1/22/2013,0,VX,N623VA,JFK
"BOMBARDIER INC",1/22/2013,31,9E,N929XJ,JFK
AIRBUS,1/22/2013,-7,B6,N784JB,JFK
"BOMBARDIER INC",1/22/2013,-1,9E,N8775A,JFK
"BOMBARDIER INC",1/22/2013,44,9E,N915XJ,JFK
AIRBUS,1/22/2013,1,VX,N845VA,JFK
AIRBUS,1/22/2013,18,B6,N709JB,JFK
"BOMBARDIER INC",1/22/2013,7,9E,N8948B,JFK
AIRBUS,1/22/2013,-11,B6,N625JB,JFK
"AIRBUS INDUSTRIE",1/22/2013,5,US,N665AW,JFK
"AIRBUS INDUSTRIE",1/22/2013,18,US,N700UW,JFK
AIRBUS,1/22/2013,-35,VX,N844VA,JFK
AIRBUS,1/22/2013,-12,B6,N636JB,JFK
AIRBUS,1/22/2013,14,B6,N651JB,JFK
AIRBUS,1/22/2013,-12,B6,N763JB,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/22/2013,-6,DL,N913DL,JFK
"BOMBARDIER INC",1/22/2013,-17,9E,N922XJ,JFK
BOEING,1/22/2013,-16,DL,N624AG,JFK
"AIRBUS INDUSTRIE",1/22/2013,-1,US,N704US,JFK
"BOMBARDIER INC",1/22/2013,121,EV,N836AS,JFK
"BOMBARDIER INC",1/22/2013,-18,9E,N8543F,JFK
AIRBUS,1/22/2013,-25,VX,N634VA,JFK
BOEING,1/22/2013,-13,DL,N707TW,JFK
AIRBUS,1/22/2013,28,B6,N638JB,JFK
AIRBUS,1/22/2013,12,B6,N637JB,JFK
CANADAIR,1/22/2013,10,EV,N830AS,JFK
BOEING,1/22/2013,15,DL,N723TW,JFK
"BOMBARDIER INC",1/22/2013,-8,9E,N905XJ,JFK
"BOMBARDIER INC",1/22/2013,-5,9E,N8672A,JFK
AIRBUS,1/22/2013,-11,B6,N821JB,JFK
BOEING,1/22/2013,-25,DL,N712TW,JFK
"BOMBARDIER INC",1/22/2013,-3,9E,N907XJ,JFK
AIRBUS,1/22/2013,58,B6,N703JB,JFK
"BOMBARDIER INC",1/22/2013,-5,9E,N8736A,JFK
"BOMBARDIER INC",1/22/2013,16,9E,N924XJ,JFK
"BOMBARDIER INC",1/22/2013,-14,9E,N825AY,JFK
"BOMBARDIER INC",1/22/2013,-16,9E,N901XJ,JFK
"BOMBARDIER INC",1/22/2013,12,9E,N8948B,JFK
"BOMBARDIER INC",1/22/2013,-19,9E,N921XJ,JFK
BOEING,1/22/2013,6,DL,N689DL,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/22/2013,-15,DL,N920DE,JFK
"MCDONNELL DOUGLAS AIRCRAFT CO",1/22/2013,28,DL,N947DL,JFK
"BOMBARDIER INC",1/22/2013,-18,9E,N912XJ,JFK
"BOMBARDIER INC",1/22/2013,-18,9E,N915XJ,JFK
"BOMBARDIER INC",1/22/2013,1,9E,N8541D,JFK
"BOMBARDIER INC",1/22/2013,-14,9E,N918XJ,JFK
AIRBUS,1/22/2013,15,B6,N789JB,JFK
AIRBUS,1/22/2013,-24,B6,N630JB,JFK
AIRBUS,1/22/2013,-30,VX,N840VA,JFK
"BOMBARDIER INC",1/22/2013,10,9E,N923XJ,JFK
AIRBUS,1/22/2013,-22,VX,N638VA,JFK
BOEING,1/22/2013,-12,DL,N705TW,JFK
BOEING,1/22/2013,-20,DL,N711ZX,JFK
AIRBUS,1/22/2013,11,B6,N629JB,JFK
"AIRBUS INDUSTRIE",1/22/2013,-1,US,N649AW,JFK
"BOMBARDIER INC",1/22/2013,-27,9E,N8980A,JFK
"BOMBARDIER INC",1/22/2013,-13,9E,N8888D,JFK
AIRBUS,1/22/2013,-20,B6,N657JB,JFK
AIRBUS,1/22/2013,-21,VX,N852VA,JFK
"BOMBARDIER INC",1/22/2013,-17,EV,N909EV,JFK
BOEING,1/22/2013,-33,DL,N721TW,JFK
BOEING,1/22/2013,-16,DL,N727TW,JFK
AIRBUS,1/22/2013,-5,B6,N656JB,JFK
"BOMBARDIER INC",1/22/2013,2,9E,N936XJ,JFK
"BOMBARDIER INC",1/22/2013,11,9E,N925XJ,JFK
"BOMBARDIER INC",1/22/2013,29,9E,N8960A,JFK
"BOMBARDIER INC",1/22/2013,-25,9E,N8672A,JFK
AIRBUS,1/22/2013,5,B6,N658JB,JFK
"BOMBARDIER INC",1/22/2013,-18,9E,N907XJ,JFK
"BOMBARDIER INC",1/22/2013,5,9E,N8477R,JFK
AIRBUS,1/22/2013,-20,B6,N821JB,JFK
"BOMBARDIER INC",1/22/2013,-8,9E,N924XJ,JFK
AIRBUS,1/22/2013,-16,B6,N623JB,JFK
AIRBUS,1/22/2013,-23,VX,N626VA,JFK
"BOMBARDIER INC",1/22/2013,39,9E,N905XJ,JFK
"BOMBARDIER INC",1/22/2013,95,9E,N916XJ,JFK
"BOMBARDIER INC",1/22/2013,-20,9E,N8541D,JFK
"BOMBARDIER INC",1/22/2013,31,9E,N8736A,JFK
"BOMBARDIER INC",1/22/2013,-32,9E,N923XJ,JFK
"BOMBARDIER INC",1/22/2013,73,9E,N914XJ,JFK
AIRBUS,1/22/2013,-19,B6,N712JB,JFK
BOEING,1/22/2013,-32,DL,N718TW,JFK
"BOMBARDIER INC",1/22/2013,103,9E,N913XJ,JFK
AIRBUS,1/22/2013,-9,B6,N653JB,JFK
EMBRAER,1/23/2013,-6,US,N944UW,JFK
CANADAIR,1/23/2013,2,EV,N830AS,JFK
"AIRBUS INDUSTRIE",1/23/2013,2,US,N747UW,JFK
AIRBUS,1/23/2013,37,B6,N663JB,JFK
AIRBUS,1/23/2013,-11,B6,N805JB,JFK
AIRBUS,1/23/2013,-15,B6,N709JB,JFK
BOEING,1/23/2013,3,DL,N711ZX,JFK
AIRBUS,1/23/2013,-19,B6,N625JB,JFK
BOEING,1/23/2013,12,DL,N723TW,JFK
AIRBUS,1/23/2013,-22,B6,N794JB,JFK
AIRBUS,1/23/2013,2,B6,N630JB,JFK
AIRBUS,1/23/2013,-13,VX,N844VA,JFK
BOEING,1/23/2013,21,DL,N717TW,JFK
"BOMBARDIER INC",1/23/2013,-12,9E,N8541D,JFK
AIRBUS,1/23/2013,-6,B6,N636JB,JFK
"BOMBARDIER INC",1/23/2013,3,9E,N901XJ,JFK
"BOMBARDIER INC",1/23/2013,-4,9E,N932XJ,JFK
"BOMBARDIER INC",1/23/2013,-3,9E,N8933B,JFK
"BOMBARDIER INC",1/23/2013,9,9E,N905XJ,JFK
